id,latitude,longitude,neighbourhood_cleansed,room_type,property_type,accommodates,bedrooms,bathrooms_num,minimum_nights,price_eur,review_scores_rating,number_of_reviews,unavailable_rate_90d
3176,52.53471,13.4181,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,2,1.0,1.0,63,105.0,4.63,149,0.0
9991,52.53269,13.41805,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,7,4.0,2.5,6,135.0,5.0,7,0.18681318681318682
14325,52.54813,13.40366,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,1,0.0,1.0,150,75.0,4.68,26,0.0
17904,52.49419,13.42166,Reuterstraße,Entire home/apt,Entire rental unit,2,0.0,1.0,92,28.0,4.77,298,0.3296703296703297
22438,52.53408,13.38871,Brunnenstr. Süd,Entire home/apt,Entire rental unit,2,2.0,1.0,93,53.0,4.7,182,0.0
22677,52.53355,13.40476,Brunnenstr. Süd,Entire home/apt,Entire rental unit,6,2.0,1.0,4,164.0,4.81,581,0.0
26543,52.54419,13.41956,Helmholtzplatz,Entire home/apt,Entire condo,4,2.0,2.0,180,260.0,4.66,201,0.0
28156,52.54804,13.40349,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,1,0.0,1.0,150,70.0,4.66,34,0.0
30295,52.54596,13.42291,Helmholtzplatz,Entire home/apt,Entire rental unit,8,2.0,1.0,4,172.0,4.8,494,0.07692307692307687
34854,52.49546,13.30858,Düsseldorfer Straße,Entire home/apt,Entire rental unit,4,1.0,1.0,92,82.0,5.0,3,0.0
37004,52.49376,13.36408,Schöneberg-Nord,Private room,Private room in rental unit,4,1.0,1.0,20,52.0,4.74,37,1.0
42487,52.49661,13.44038,südliche Luisenstadt,Private room,Private room in condo,5,1.0,1.5,1,54.0,4.88,25,1.0
42809,52.51099,13.45642,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,4,2.0,1.0,90,200.0,4.91,201,0.06593406593406592
57049,52.54758,13.40632,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,4,2.0,2.0,3,290.0,4.92,142,1.0
58780,52.53572,13.42739,Prenzlauer Berg Süd,Entire home/apt,Entire rental unit,4,3.0,1.5,3,220.0,4.83,77,0.0
62613,52.49612,13.42306,südliche Luisenstadt,Entire home/apt,Entire rental unit,2,0.0,1.0,6,95.0,4.71,36,0.0
64014,52.54059,13.40301,Brunnenstr. Nord,Entire home/apt,Entire loft,4,3.0,2.0,3,193.0,4.75,16,0.5274725274725275
64245,52.54994,13.406019,Prenzlauer Berg Nordwest,Private room,Private room in rental unit,2,1.0,1.5,2,55.0,4.95,126,1.0
64590,52.49337,13.42555,Reuterstraße,Entire home/apt,Entire rental unit,4,1.0,1.0,3,120.0,4.99,94,0.4065934065934066
68448,52.55004,13.41518,Prenzlauer Berg Nord,Entire home/apt,Entire rental unit,4,0.0,1.0,3,132.0,4.64,433,0.04395604395604391
69780,52.5488,13.40425,Prenzlauer Berg Nordwest,Entire home/apt,Entire condo,1,1.0,1.0,150,106.0,5.0,2,0.0
72079,52.5078,13.31867,Kantstraße,Entire home/apt,Entire rental unit,2,1.0,1.5,4,85.0,4.7,108,0.0
80843,52.48074,13.28903,Schmargendorf,Entire home/apt,Entire rental unit,1,0.0,1.0,2,81.0,4.94,182,1.0
81081,52.55064,13.41466,Prenzlauer Berg Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,3,69.0,4.93,438,1.0
83614,52.54720260822955,13.416090488433827,Helmholtzplatz,Entire home/apt,Entire rental unit,6,2.0,1.5,2,313.0,4.87,395,0.07692307692307687
85560,52.53036,13.38137,Alexanderplatz,Entire home/apt,Entire condo,2,2.0,1.0,3,94.0,4.73,204,0.13186813186813184
86090,52.54715,13.42657,Prenzlauer Berg Nord,Entire home/apt,Entire guest suite,4,2.0,1.0,3,149.0,4.88,314,0.0
89102,52.54048,13.41087,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,4,1.0,1.0,4,131.0,4.81,70,1.0
115576,52.58178,13.3962,Blankenfelde/Niederschönhausen,Entire home/apt,Entire home,4,1.0,1.0,2,90.0,4.96,50,0.0
117649,52.49989,13.4448,südliche Luisenstadt,Entire home/apt,Entire rental unit,4,1.0,1.0,92,79.0,4.72,82,0.0
127708,52.52536,13.40488,Alexanderplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,2,109.0,4.83,747,0.1208791208791209
147339,52.48033,13.3609,Schöneberg-Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,4,120.0,4.9,325,0.0
159454,52.47844,13.30973,Wiesbadener Straße,Entire home/apt,Entire rental unit,5,2.0,1.0,184,245.0,4.88,77,0.0
163411,52.49919,13.43648,südliche Luisenstadt,Entire home/apt,Entire rental unit,4,2.0,1.0,5,181.0,4.73,49,0.0
168615,52.58045,13.44398,Blankenburg/Heinersdorf/Märchenland,Entire home/apt,Entire rental unit,2,1.0,1.0,3,49.0,4.92,37,0.0
173153,52.52889,13.40726,Alexanderplatz,Entire home/apt,Entire rental unit,5,2.0,2.0,92,80.0,4.81,33,0.0
176342,52.50254,13.39134,Südliche Friedrichstadt,Entire home/apt,Entire rental unit,7,3.0,2.0,3,372.0,4.79,138,0.0
179102,52.57051,13.39872,Pankow Zentrum,Entire home/apt,Entire rental unit,12,3.0,1.5,2,176.0,4.83,195,0.10989010989010994
180440,52.499,13.30171,Neue Kantstraße,Entire home/apt,Entire rental unit,1,1.0,1.0,92,86.0,4.83,30,0.0
186851,52.49281,13.34951,Schöneberg-Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,93,45.0,4.66,58,0.0
189288,52.53822,13.45771,Prenzlauer Berg Ost,Entire home/apt,Entire townhouse,4,2.0,1.0,92,120.0,4.75,103,0.0
190448,52.43973,13.46044,Buckow Nord,Entire home/apt,Entire guest suite,3,0.0,1.0,3,67.0,4.74,78,0.18888888888888888
194374,52.4766,13.50838,Karlshorst,Entire home/apt,Entire home,4,2.0,1.0,5,89.0,4.15,66,0.0
198584,52.49713,13.32525,Düsseldorfer Straße,Private room,Private room in rental unit,1,1.0,0.0,14,53.0,4.67,12,0.0
205296,52.41363,13.50172,Rudow,Entire home/apt,Entire rental unit,4,3.0,1.0,5,100.0,4.33,3,0.0
206021,52.52349,13.2979,Mierendorffplatz,Private room,Private room in rental unit,1,1.0,1.0,92,35.0,4.25,8,0.0
214518,52.5189,13.3009,Otto-Suhr-Allee,Private room,Private room in rental unit,1,1.0,1.0,3,41.0,4.52,95,0.0
220445,52.52545,13.29847,Mierendorffplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,30,84.0,4.83,42,0.06593406593406592
221015,52.54223,13.35284,Wedding Zentrum,Entire home/apt,Entire rental unit,4,2.0,1.0,6,138.0,4.81,656,1.0
222784,52.52875,13.34062,Moabit West,Entire home/apt,Entire rental unit,2,1.0,1.0,92,49.0,4.73,211,0.0
229099,52.40484,13.53339,Altglienicke,Private room,Private room in home,1,1.0,1.5,1,43.0,4.94,448,1.0
229348,52.52067184448242,13.341280937194824,Moabit Ost,Entire home/apt,Entire rental unit,2,1.0,1.0,5,98.0,4.64,173,0.0
229776,52.52861,13.40527,Alexanderplatz,Private room,Private room in rental unit,2,1.0,1.0,3,59.0,4.91,349,1.0
230611,52.39095,13.39185,Lichtenrade,Entire home/apt,Entire home,7,4.0,2.5,92,96.0,5.0,7,0.0
231220,52.51167,13.2852,Westend,Entire home/apt,Entire rental unit,1,1.0,1.0,100,28.0,4.7,26,0.0
233083,52.50587,13.29551,Neue Kantstraße,Entire home/apt,Entire rental unit,2,1.0,1.0,92,114.0,4.95,40,0.0
237670,52.44127,13.46116,Buckow Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,4,54.0,4.84,75,0.022222222222222254
238396,52.53218,13.41571,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,2,1.0,1.0,3,119.0,4.83,704,1.0
242794,52.51367,13.45527,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,2,1.0,2.0,4,146.0,4.77,100,0.0
242908,52.41643,13.16445,Zehlendorf  Südwest,Entire home/apt,Entire condo,4,1.0,1.0,5,89.0,5.0,3,0.25555555555555554
242927,52.41618,13.16461,Zehlendorf  Südwest,Entire home/apt,Entire condo,2,1.0,1.0,5,85.0,3.0,2,0.05555555555555558
242978,52.52826,13.33044,Moabit West,Entire home/apt,Entire rental unit,4,0.0,1.0,2,93.0,4.67,305,1.0
243057,52.53094,13.33453,Moabit West,Entire home/apt,Entire rental unit,5,1.0,1.0,4,217.0,4.78,58,0.4065934065934066
243063,52.52779,13.39108,Alexanderplatz,Entire home/apt,Entire rental unit,5,2.0,1.0,2,143.0,4.67,441,1.0
243081,52.52983,13.39275,Brunnenstr. Süd,Entire home/apt,Entire rental unit,6,2.0,1.0,1,166.0,4.72,378,1.0
243238,52.44612,13.49829,Johannisthal,Entire home/apt,Entire rental unit,4,2.0,1.5,2,77.0,4.6,258,0.0
245744,52.52024,13.3907,Regierungsviertel,Entire home/apt,Entire rental unit,6,3.0,1.0,2,266.0,4.54,193,0.07692307692307687
245827,52.50974,13.39971,Regierungsviertel,Entire home/apt,Entire rental unit,4,1.0,1.0,3,140.0,4.53,119,0.0
249419,52.54339,13.42615,Helmholtzplatz,Entire home/apt,Entire loft,2,1.0,1.0,4,104.0,4.84,187,1.0
250007,52.49512,13.35251,Schöneberg-Nord,Entire home/apt,Entire rental unit,4,1.0,1.0,2,72.0,4.83,363,0.3626373626373627
250253,52.51792,13.30729,Otto-Suhr-Allee,Entire home/apt,Entire rental unit,6,2.0,2.0,3,127.0,4.44,102,1.0
250687,52.48471,13.35982,Schöneberg-Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,3,77.0,4.86,136,1.0
250704,52.42191,13.37495,Marienfelde,Entire home/apt,Entire rental unit,4,1.0,1.0,5,71.0,4.96,74,0.0
250707,52.51792,13.30729,Otto-Suhr-Allee,Entire home/apt,Entire rental unit,4,1.0,1.0,3,93.0,4.5,49,1.0
250729,52.47013,13.34851,Friedenau,Entire home/apt,Entire rental unit,6,2.0,1.0,3,112.0,4.49,51,1.0
250753,52.49953,13.36546,Tiergarten Süd,Entire home/apt,Entire condo,6,2.0,1.5,3,150.0,4.65,95,1.0
251398,52.51432,13.17765,Heerstraße Nord,Private room,Private room in home,2,1.0,1.0,1,44.0,4.83,77,1.0
251406,52.53703,13.39735,Brunnenstr. Süd,Entire home/apt,Entire rental unit,5,2.0,1.0,3,127.0,4.68,47,1.0
251423,52.53867,13.39712,Brunnenstr. Nord,Entire home/apt,Entire rental unit,5,2.0,1.0,3,118.0,4.55,47,1.0
251486,52.53667,13.39505,Brunnenstr. Süd,Entire home/apt,Entire rental unit,4,2.0,1.0,3,118.0,4.84,94,1.0
251493,52.53881,13.39654,Brunnenstr. Nord,Entire home/apt,Entire rental unit,4,2.0,1.0,3,114.0,4.79,54,1.0
254788,52.49738,13.41322,Südliche Friedrichstadt,Entire home/apt,Entire rental unit,3,2.0,1.0,95,60.0,4.33,107,0.0
255557,52.50786,13.46703,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,4,0.0,1.0,2,81.0,4.66,387,1.0
255722,52.49707,13.3849,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,4,2.0,1.0,3,68.0,4.59,250,0.0
255842,52.51625,13.34267,Moabit Ost,Entire home/apt,Entire rental unit,2,1.0,1.0,93,63.0,4.83,35,0.0
257373,52.53949,13.41615,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,2,0.0,1.5,1,148.0,4.82,350,1.0
264459,52.53237,13.41548,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,2,1.0,1.0,3,130.0,4.87,778,1.0
265354,52.50977,13.44602,Karl-Marx-Allee-Süd,Private room,Private room in hostel,4,1.0,1.0,1,183.0,4.43,207,0.0
265389,52.50977,13.44602,Karl-Marx-Allee-Süd,Private room,Private room in hostel,1,1.0,0.0,1,71.0,3.59,27,0.08791208791208793
265394,52.50977,13.44602,Karl-Marx-Allee-Süd,Private room,Private room in hostel,2,1.0,0.0,1,118.0,4.26,288,0.0
265402,52.50977,13.44602,Karl-Marx-Allee-Süd,Shared room,Shared room in hostel,3,1.0,0.0,1,28.0,4.35,203,0.03296703296703296
265408,52.50977,13.44602,Karl-Marx-Allee-Süd,Shared room,Shared room in hostel,4,1.0,0.0,1,28.0,4.3,73,0.0
266086,52.44987,13.48777,Baumschulenweg,Entire home/apt,Entire rental unit,4,1.0,1.0,2,105.0,4.73,49,0.1777777777777778
267764,52.53646,13.39858,Brunnenstr. Süd,Entire home/apt,Entire rental unit,3,1.0,1.0,3,157.0,4.92,105,1.0
267951,52.54424,13.42139,Helmholtzplatz,Entire home/apt,Entire rental unit,4,1.0,1.0,2,99.0,4.96,276,1.0
268974,52.41975,13.48541,Rudow,Entire home/apt,Entire rental unit,4,1.0,1.0,3,90.0,4.98,53,0.0
273011,52.49614,13.29501,Halensee,Entire home/apt,Entire condo,5,2.0,1.5,3,144.0,4.84,116,0.0
278415,52.51952,13.3513,Moabit Ost,Entire home/apt,Entire rental unit,6,3.0,1.0,92,119.0,4.7,59,1.0
292864,52.53091,13.41711,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,2,1.0,1.0,1,54.0,4.64,848,0.0
303097,52.52987,13.4268,Prenzlauer Berg Süd,Private room,Private room in rental unit,2,1.0,1.0,5,86.0,4.91,66,0.0
306312,52.53961,13.41951,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,4,2.0,1.0,4,180.0,4.86,366,0.2417582417582418
311703,52.496707916259766,13.356289863586426,Schöneberg-Nord,Entire home/apt,Entire rental unit,8,3.0,2.0,2,311.0,4.86,338,0.1208791208791209
320279,52.53164,13.40554,Brunnenstr. Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,6,102.0,4.85,100,0.2637362637362637
321295,52.46353,13.34404,Friedenau,Entire home/apt,Entire rental unit,2,1.0,1.0,2,50.0,4.75,410,0.13186813186813184
321308,52.46411,13.34383,Friedenau,Entire home/apt,Entire rental unit,2,1.0,1.0,2,79.0,4.78,167,0.03296703296703296
321378,52.53392,13.40503,Brunnenstr. Süd,Entire home/apt,Entire condo,7,1.0,1.0,1,206.0,4.58,284,0.03296703296703296
322463,52.54094,13.43602,Prenzlauer Berg Nord,Entire home/apt,Entire rental unit,4,0.0,1.0,3,118.0,4.64,496,0.04395604395604391
322520,52.5429,13.43628,Prenzlauer Berg Nord,Entire home/apt,Entire rental unit,4,0.0,1.0,3,115.0,4.65,499,0.04395604395604391
323243,52.48348,13.42909,Neuköllner Mitte/Zentrum,Private room,Private room in rental unit,1,1.0,2.0,2,36.0,4.48,157,1.0
323255,52.48348,13.42909,Neuköllner Mitte/Zentrum,Private room,Private room in rental unit,3,1.0,2.0,2,62.0,4.38,273,1.0
323259,52.48348,13.42909,Neuköllner Mitte/Zentrum,Private room,Private room in rental unit,3,1.0,1.0,2,62.0,4.37,314,1.0
335273,52.5376,13.41004,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,2,1.0,1.0,92,66.0,4.8,11,0.0
341910,52.49885,13.40021,Südliche Friedrichstadt,Entire home/apt,Entire rental unit,5,1.0,1.0,2,101.0,4.51,479,0.04395604395604391
344856,52.5135,13.45802,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,2,1.0,1.0,1,84.0,4.92,528,0.01098901098901095
345373,52.51837,13.31841,Otto-Suhr-Allee,Entire home/apt,Entire rental unit,2,1.0,1.0,92,62.0,4.0,5,0.0
352998,52.50623,13.30163,Neue Kantstraße,Private room,Private room in rental unit,2,1.0,1.0,92,30.0,4.91,55,0.0
355227,52.52332,13.35737,Moabit Ost,Entire home/apt,Entire rental unit,2,1.0,1.0,92,56.0,0.0,1,0.0
355494,52.57917,13.44359,Blankenburg/Heinersdorf/Märchenland,Entire home/apt,Entire rental unit,6,2.0,1.0,3,59.0,4.44,170,0.033333333333333326
362076,52.52173,13.40483,Alexanderplatz,Entire home/apt,Entire rental unit,5,2.0,1.0,4,118.0,4.76,201,0.0
362701,52.5028,13.4374,nördliche Luisenstadt,Entire home/apt,Entire place,2,1.0,1.0,5,114.0,4.92,461,0.0
363454,52.49356460571289,13.412236213684082,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,4,1.0,1.0,5,112.0,4.88,402,0.0
399312,52.47837,13.42436,Schillerpromenade,Entire home/apt,Entire rental unit,2,2.0,1.0,6,117.0,4.88,48,0.0
402826,52.51133,13.3951,Regierungsviertel,Entire home/apt,Entire home,2,1.0,1.0,4,172.0,5.0,14,1.0
408756,52.53916,13.41008,Prenzlauer Berg Südwest,Entire home/apt,Entire rental unit,6,2.0,1.0,2,99.0,4.85,410,1.0
415218,52.54167,13.37285,Brunnenstr. Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,95,49.0,4.55,11,0.0
421236,52.43663,13.21023,Zehlendorf  Südwest,Entire home/apt,Entire condo,2,1.0,1.0,4,85.0,4.75,20,0.0
425411,52.52971,13.38907,Brunnenstr. Süd,Entire home/apt,Entire rental unit,4,1.0,1.0,4,104.0,4.84,419,1.0
425487,52.52961,13.38904,Brunnenstr. Süd,Entire home/apt,Entire rental unit,5,1.0,1.0,7,112.0,4.83,316,1.0
456902,52.49257,13.41091,Tempelhofer Vorstadt,Entire home/apt,Entire loft,4,1.0,1.0,2,111.0,4.9,580,0.2857142857142857
477515,52.54297,13.42026,Helmholtzplatz,Entire home/apt,Entire condo,4,2.0,1.0,150,260.0,4.74,154,0.0
488161,52.47919,13.42538,Schillerpromenade,Entire home/apt,Entire rental unit,4,1.0,1.0,3,135.0,4.77,228,0.0
493539,52.5151,13.41369,Alexanderplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,92,125.0,4.81,292,0.0
499342,52.53609819909791,13.37822039816644,Brunnenstr. Süd,Entire home/apt,Entire rental unit,2,0.0,1.0,92,65.0,4.75,372,0.0
499353,52.53608,13.37843,Brunnenstr. Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,92,65.0,4.83,342,0.0
502598,52.53325,13.40217,Brunnenstr. Süd,Entire home/apt,Entire condo,4,1.0,1.0,92,86.0,5.0,6,1.0
504259,52.54407,13.42201,Helmholtzplatz,Entire home/apt,Entire condo,12,4.0,2.0,3,319.0,4.93,367,0.0
511935,52.48916,13.35058,Schöneberg-Süd,Entire home/apt,Entire rental unit,4,2.0,2.5,4,299.0,4.96,94,0.0
512476,52.4568,13.38698,Tempelhof,Entire home/apt,Entire rental unit,4,1.0,1.0,3,70.0,4.68,311,1.0
519671,52.54797,13.40576,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,2,1.0,1.0,90,49.0,4.44,51,1.0
523052,52.43286,13.70843,Rahnsdorf/Hessenwinkel,Entire home/apt,Entire rental unit,4,1.0,1.0,3,112.0,4.95,20,0.0
533523,52.48207,13.36099,Schöneberg-Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,2,88.0,4.87,489,0.07692307692307687
533864,52.50561957139374,13.42042823702963,Alexanderplatz,Entire home/apt,Entire condo,2,0.0,1.0,3,136.0,4.9,150,1.0
541569,52.5475,13.40002,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,4,1.0,1.0,2,91.0,4.72,398,1.0
559794,52.4789,13.42376,Schillerpromenade,Entire home/apt,Entire rental unit,2,1.0,1.0,4,114.0,5.0,11,0.0
578821,52.49847,13.34911,Schöneberg-Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,124,31.0,4.51,82,0.07692307692307687
580667,52.45767,13.37887,Tempelhof,Entire home/apt,Entire rental unit,2,1.0,1.0,7,94.0,4.75,35,0.0
583916,52.41305,13.47963,Rudow,Entire home/apt,Entire rental unit,2,1.0,1.0,5,60.0,4.52,78,0.0
589285,52.48623,13.44967,Rixdorf,Entire home/apt,Entire rental unit,2,1.0,1.0,93,37.0,4.74,97,1.0
590200,52.41335,13.47975,Rudow,Entire home/apt,Entire rental unit,2,1.0,1.0,5,65.0,4.65,68,0.0
594032,52.49739,13.30231,Halensee,Entire home/apt,Entire condo,6,3.0,1.0,7,112.0,4.61,122,1.0
597413,52.57379,13.35485,Ost 2,Private room,Private room in rental unit,1,1.0,1.0,93,29.0,4.66,35,1.0
598407,52.49234,13.4139,Tempelhofer Vorstadt,Entire home/apt,Entire loft,3,1.0,2.0,100,90.0,4.78,112,0.0
598982,52.49615,13.43335,südliche Luisenstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,30,135.0,4.85,61,0.0
601997,52.47869172457248,13.424232488677047,Schillerpromenade,Entire home/apt,Entire condo,2,0.0,1.0,5,84.0,4.88,41,0.0
605009,52.51316,13.44862,Karl-Marx-Allee-Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,150,44.0,4.86,46,0.0
619936,52.50091,13.4641,Frankfurter Allee Süd FK,Private room,Private room in rental unit,2,1.0,1.0,1,66.0,4.9,102,1.0
620013,52.50081,13.30127,Neue Kantstraße,Entire home/apt,Entire rental unit,4,1.0,1.0,92,50.0,4.76,128,0.0
633372,52.49765119267812,13.428157359714586,südliche Luisenstadt,Private room,Private room in condo,1,1.0,1.5,10,58.0,4.74,68,1.0
642955,52.52819,13.39641,Alexanderplatz,Entire home/apt,Entire rental unit,3,1.0,1.0,2,118.0,4.91,154,1.0
661574,52.49242,13.42037,Tempelhofer Vorstadt,Private room,Private room in rental unit,2,2.0,1.0,2,96.0,4.87,170,0.0
667849,52.48512,13.3558,Schöneberg-Süd,Entire home/apt,Entire rental unit,3,1.0,1.0,183,51.0,4.66,38,0.0
668894,52.53443,13.42852,Prenzlauer Berg Süd,Private room,Private room in condo,1,1.0,1.0,4,84.0,4.85,0,0.0
671958,52.48955,13.32265,Volkspark Wilmersdorf,Private room,Private room in rental unit,1,1.0,1.0,1,73.0,4.76,237,1.0
680999,52.49318,13.43811,südliche Luisenstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,3,77.0,4.83,167,1.0
681132,52.53088,13.35107,Moabit Ost,Entire home/apt,Entire rental unit,2,1.0,1.0,5,57.0,4.56,147,0.0
685944,52.50244,13.36344,Tiergarten Süd,Entire home/apt,Entire guesthouse,6,3.0,2.0,2,166.0,4.78,429,0.3626373626373627
693357,52.48749,13.41877,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,92,45.0,4.75,182,0.0
694871,52.51442,13.45243,Karl-Marx-Allee-Süd,Entire home/apt,Entire loft,8,3.0,1.0,2,423.0,4.94,228,1.0
696372,52.5618,13.49399,Alt-Hohenschönhausen Nord,Private room,Private room in home,2,1.0,1.0,2,50.0,4.7,124,0.0
698727,52.45308,13.35351,Albrechtstr.,Entire home/apt,Entire home,9,4.0,1.5,2,174.0,4.9,134,0.0
700806,52.49211,13.36937,Schöneberg-Nord,Private room,Private room in rental unit,2,1.0,1.0,3,63.0,4.88,161,0.0
701909,52.51279,13.44946,Karl-Marx-Allee-Süd,Entire home/apt,Entire loft,2,1.0,1.0,3,221.0,4.93,94,1.0
703900,52.48981,13.4216,Tempelhofer Vorstadt,Private room,Private room in condo,1,1.0,1.0,3,65.0,4.87,95,1.0
706237,52.55474,13.41318,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,2,1.0,1.0,63,180.0,4.95,94,0.9340659340659341
714312,52.43166,13.4549,Gropiusstadt,Entire home/apt,Entire rental unit,1,0.0,1.0,180,40.0,4.65,241,0.0
715728,52.52907,13.3966,Alexanderplatz,Private room,Private room in rental unit,3,1.0,1.5,92,99.0,4.72,18,0.0
728176,52.42438888549805,13.327753067016602,Ostpreußendamm,Entire home/apt,Entire condo,2,1.0,1.0,4,126.0,4.91,11,0.0
731285,52.53533,13.41739,Prenzlauer Berg Südwest,Private room,Private room in rental unit,2,1.0,1.0,5,168.0,4.86,153,1.0
739363,52.44787,13.4394,Britz,Entire home/apt,Entire rental unit,2,1.0,1.0,3,80.0,4.72,92,0.0
742211,52.49686,13.33922,Schöneberg-Nord,Entire home/apt,Entire loft,2,1.0,1.0,3,183.0,4.86,158,1.0
744264,52.49068,13.40485,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,5,2.0,1.0,2,124.0,4.58,422,0.0
749508,52.49299,13.39633,Tempelhofer Vorstadt,Entire home/apt,Entire rental unit,3,1.0,1.0,92,65.0,4.76,141,0.0
753152,52.54653,13.40217,Prenzlauer Berg Nordwest,Entire home/apt,Entire rental unit,2,1.0,1.0,5,150.0,4.88,114,0.0
768616,52.54296,13.42575,Helmholtzplatz,Entire home/apt,Entire rental unit,4,1.0,1.0,3,119.0,4.93,471,1.0
769334,52.57515,13.36888,Ost 1,Entire home/apt,Entire rental unit,1,2.0,1.5,180,70.0,4.71,72,0.0
772627,52.4763,13.4415,Rixdorf,Entire home/apt,Entire rental unit,4,1.0,1.0,5,97.0,4.82,222,0.4945054945054945
773066,52.49487,13.42879,südliche Luisenstadt,Entire home/apt,Entire rental unit,1,1.0,1.0,300,67.0,4.73,178,0.0
776069,52.53466,13.35154,Moabit Ost,Entire home/apt,Entire rental unit,2,1.0,1.0,120,120.0,4.85,0,0.0
777993,52.44637,13.44797,Britz,Entire home/apt,Entire home,4,2.0,1.0,3,195.0,4.43,7,0.05555555555555558
782924,52.50439,13.42558,nördliche Luisenstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,92,75.0,4.59,22,0.0
782997,52.50253,13.4258,nördliche Luisenstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,92,75.0,4.63,19,0.0
789018,52.54389,13.42163,Helmholtzplatz,Entire home/apt,Entire rental unit,3,1.0,1.0,4,117.0,4.77,71,1.0
795924,52.54266,13.41643,Helmholtzplatz,Entire home/apt,Entire rental unit,2,1.0,1.0,92,67.0,4.5,2,1.0
812449,52.53501,13.40262,Brunnenstr. Süd,Entire home/apt,Entire home,5,3.0,1.0,7,190.0,4.89,29,1.0
817454,52.54498,13.4156,Helmholtzplatz,Entire home/apt,Entire rental unit,6,2.0,1.0,3,138.0,4.55,263,1.0
817473,52.49823,13.43371,südliche Luisenstadt,Entire home/apt,Entire condo,2,1.0,1.0,3,124.0,4.92,51,1.0
819740,52.47714,13.45189,Rixdorf,Entire home/apt,Entire rental unit,5,2.0,1.0,4,129.0,4.84,88,0.0
829241,52.53326,13.43433,Prenzlauer Berg Süd,Entire home/apt,Entire rental unit,2,1.0,1.0,5,109.0,4.66,64,0.0
836938,52.53631,13.40655,Brunnenstr. Süd,Entire home/apt,Entire loft,4,1.0,3.0,92,95.0,4.91,22,0.0
842173,52.52308,13.45224,Frankfurter Allee Nord,Entire home/apt,Entire rental unit,2,1.0,1.0,14,65.0,4.5,40,0.0
849431,52.485291,13.45049,Rixdorf,Entire home/apt,Entire rental unit,4,2.0,1.0,5,81.0,4.58,196,1.0
851630,52.51455,13.45987,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,2,1.0,1.0,180,96.0,4.77,31,0.0
856117,52.46483,13.51275,Oberschöneweide,Private room,Private room in rental unit,1,1.0,1.5,30,33.0,4.5,10,1.0
856845,52.49705,13.43411,südliche Luisenstadt,Entire home/apt,Entire rental unit,2,1.0,1.0,92,100.0,5.0,2,0.0
860671,52.51474,13.46143,Frankfurter Allee Süd FK,Entire home/apt,Entire rental unit,2,1.0,1.0,180,92.0,4.93,31,0.0
863534,52.50954,13.40504,Regierungsviertel,Entire home/apt,Entire rental unit,5,1.0,1.0,3,118.0,4.47,51,1.0
865222,52.56078,13.49243,Alt-Hohenschönhausen Nord,Private room,Private room in home,3,1.0,2.0,2,47.0,4.76,134,0.0
866332,52.58814,13.39598,Blankenfelde/Niederschönhausen,Private room,Private room in home,1,1.0,1.0,2,39.0,4.94,34,1.0
